simple_postcode,price,xcoord,ycoord,crime_deprivation,health_deprivation,housing_services_deprivation,education_deprivation,living_environment_deprivation,outdoors_deprivation,geographic_barriers_deprivation,flood_areas_count,commute_hours,commute_distance_km,noise_decibels_mean,noise_decibels_var,lat,long
M5 3,165220.588235294,381671.378312977,397292.424885496,1.5,1,3,2,6,4.5,4.5,5,4.36122222222222,369.7199,62.3305013122192,27.1816892904898,53.4743054808161,-2.27419361540404
M5 4,205384.385714286,381880.098707692,398152.298445485,1,1,5.2,1.6,4.2,2.8,8,5,4.37586111111111,380.0663,62.3852720492429,27.5081457664334,53.4864255009005,-2.28255593336089
M6 5,173210.269230769,380831.667503978,398887.314293059,1,1,5,1,3,3,7,5,4.37136111111111,380.3169,62.4071344606203,27.7121107827515,53.4903275421015,-2.28292960637582
M6 6,157173.913043478,381599.476496785,400034.759639329,1,1,4.5,1.5,4,2.5,7,4,4.42322222222222,381.7487,62.3765836001671,27.5092363135625,53.4990755838341,-2.27977989381359
M6 7,213056.384615385,379897.528015812,400101.779942152,3.6,2.6,7.8,6.2,3,4.4,7.6,2,4.36219444444444,377.8154,62.4627971147795,28.455444402726,53.4968465694331,-2.31120887388731
M6 8,240377.551020408,379180.718596613,399518.074089181,3,3,8.5,7,4.5,3.5,7.5,2,4.33972222222222,376.8202,62.5152426992897,28.7920324604568,53.4919613693087,-2.32120258497771
M7 1,240925,382676.094518101,399789.017750353,1,1,3.33333333333333,2,6.33333333333333,3.66666666666667,7.33333333333333,3,4.44958333333333,382.8607,62.3388008785457,26.4554488097272,53.5023800081382,-2.25539510591606
M7 4,365934.210526316,383088.058715077,401323.349863385,2,1.5,3.5,4,3.5,3,9.5,3,4.48602777777778,384.5496,62.2667974955612,25.5911679968387,53.5185100623904,-2.24886641568656
M8 0,173750,384499.011455301,400964.496595634,1.75,2.75,2.75,3.75,3,2.5,9,3,4.47808333333333,371.9895,62.2730625561492,25.2174231009191,53.5071493211776,-2.2336645242168
M8 4,193596.153846154,383993.426102041,402728.762528061,1.75,2,3.5,3.25,2.5,4.5,8.5,2,4.5155,385.6025,62.2961638805682,25.6478965749682,53.5187773395344,-2.23474158477014
M8 5,198154.52173913,384341.851977417,402069.796928199,1,2,3,4,2,4,8,2,4.51544444444444,373.1883,62.2818746361343,25.4117853749968,53.5130285693647,-2.23075051055565
M9 0,147500,384856.461744138,404299.720296174,1.28571428571429,1.28571428571429,4.14285714285714,2.57142857142857,4,3.85714285714286,7.42857142857143,3,4.51127777777778,389.3293,62.3922862589823,26.3725509763232,53.5266386808043,-2.22453324172058
ME1 ,316867.178571429,573995.938733897,166579.92838123,3.04166666666667,5.83333333333333,6.20833333333333,5.375,3.91666666666667,3.20833333333333,6.33333333333333,0,0.642166666666667,44.0012,62.3703433162893,31.6607509779671,51.3645495463772,0.494940097718808
ME10,265590.177177177,590639.530211008,164084.968390782,3.90322580645161,5.16129032258065,5.06451612903226,4.09677419354839,7.03225806451613,6.48387096774194,4.80645161290323,0,0.805166666666667,59.4873,63.2697993664203,34.4538470806969,51.3430223008794,0.740155482788242
ME11,203208.333333333,591088.67354825,171817.239679761,3.33333333333333,3.5,6.16666666666667,2.5,4.66666666666667,5.66666666666667,6.83333333333333,1,1.04569444444444,72.9139,64.0568039950063,40.0048912157742,51.3740158402796,0.807691675192022
ME12,268156.641350211,595741.029690115,172840.019115186,3.28571428571429,3.33333333333333,4.90476190476191,1.95238095238095,5.85714285714286,6.47619047619048,5.14285714285714,1,0.913722222222222,68.9436,64.2699696663296,38.0859494930061,51.4090966952637,0.82758867212933
ME13,349617.352941177,602003.116257127,160473.759899766,3.9,5.35,3.15,5.55,4.6,6.7,3.4,0,0.963583333333333,71.0464,64.3639191290824,45.2246582471513,51.2712547851981,0.814419515851412
ME14,443117.97833935,577202.058594255,156547.504627876,5.81481481481482,7.51851851851852,4.55555555555556,6.85185185185185,5.14814814814815,5.55555555555556,4.77777777777778,0,0.660027777777778,48.2513,62.4099124277995,31.4569870776819,51.2832607875215,0.551094012426939
ME15,380645.174603175,576972.75519139,153715.234898979,4.58620689655172,6.44827586206897,4.68965517241379,4.72413793103448,6.06896551724138,6.44827586206897,5.55172413793104,0,0.803,52.5521,61.959559649517,27.5826338734636,51.2444829533493,0.505300332546432
ME16,339585.190839695,574323.010038287,155629.560947019,6.47058823529412,7.58823529411765,5,6.82352941176471,6.05882352941176,6.41176470588235,4.52941176470588,0,0.696611111111111,49.8252,62.1227364185111,30.52427667231,51.2761309178845,0.481049975243874
ME17,446352.06763285,582213.730369698,151426.067250681,5.41666666666667,8,3.41666666666667,4.83333333333333,3.75,7.25,3.16666666666667,0,0.897416666666667,60.5914,63.1682964487905,32.1050293827217,51.2086278978455,0.628511455609849
ME18,588532.672413793,568749.407413527,151929.314230007,6,8.4,2.6,7.4,3,6.6,2.2,1,0.721083333333333,48.5696,65.0234375,51.966620798593,51.2254433276356,0.416678065990261
ME19,498233.980582524,568140.060672491,157259.375673592,6.11764705882353,8.11764705882353,4.47058823529412,5.94117647058824,7.47058823529412,6.17647058823529,3.41176470588235,1,0.647694444444444,42.755,63.3739224137931,43.718917271736,51.2948977985225,0.400930823200288
ME2 ,300164.956112853,572749.896611734,168809.06177512,3.84,5.72,6.16,3.76,4.68,3.4,5.56,1,0.527166666666667,35.1852,62.5673076923077,31.4013090642528,51.3853869274832,0.477663347751373
ME20,360602.325581395,571462.626117486,158867.715593424,6.375,8.5,6,5.625,7.625,5,4.375,0,0.700333333333333,46.9086,62.3432732316228,31.4930325995122,51.3042766068092,0.461586180144668
ME3 ,397909.233160622,577374.742541154,173717.871785994,5,5.5,6.78571428571429,3.71428571428571,5.14285714285714,5.57142857142857,5.64285714285714,1,0.636388888888889,42.2474,61.5452786377709,21.3088278743247,51.4448722329541,0.579197323788804
ME4 ,264539.583333333,576107.414533199,167688.218117403,1.8,3.4,4.95,2.7,3,2.35,7.65,1,0.688638888888889,42.359,62.4325169359041,30.6676568501735,51.3851761773422,0.529432465506092
ME5 ,300312.469273743,576471.93744471,164145.808336469,4.625,6.03125,5.9375,4.46875,6.53125,3.40625,5.4375,0,0.646416666666667,43.241,62.2894356005789,29.9951633787798,51.3532594781394,0.537716838251629
ME6 ,297691.558441559,570048.343232945,161744.370758736,6.66666666666667,6.33333333333333,6.33333333333333,3.33333333333333,8,8,4.66666666666667,0,0.620416666666667,40.7064,62.5495750708215,33.9914500460728,51.328271356126,0.440194922198987
ME7 ,275602.182098766,577953.891574008,167746.583516594,2.75,4.64285714285714,5.78571428571429,4.21428571428571,3.53571428571429,2.53571428571429,6.78571428571429,0,0.703777777777778,50.2404,62.1462504907735,29.4258871754121,51.3675695696564,0.57177888055674
ME8 ,348450.742021277,580943.56359414,165663.718549593,5.28125,6.0625,6.71875,4.8125,6,3.59375,5.78125,0,0.739277777777778,52.1539,62.3725640045854,34.2552561527252,51.3612694786588,0.614577480238907
ME9 ,411448.086705202,589563.176727245,163784.648277337,4.57142857142857,6,5.42857142857143,4.71428571428571,5.42857142857143,6,4.28571428571429,0,0.759361111111111,57.8031,62.9212684527064,31.5769489371935,51.3480634684334,0.725197844826173
MK1 ,365600,487369.067188665,234958.142438479,4.34615384615385,5.11538461538462,2.80769230769231,4.34615384615385,7.26923076923077,4.38461538461539,4.96153846153846,0,1.75005555555556,141.9409,62.2504553734062,41.4823379875235,52.0232853814849,-0.824243534873921
MK10,810908.592592593,489557.016475495,239095.34180965,6.33333333333333,8,3.55555555555556,8,8.66666666666667,4.88888888888889,4.11111111111111,0,1.60911111111111,131.8261,64.5379075056861,55.5872996774484,52.0399734954857,-0.700301704993123
MK11,354518.571428571,479467.834920388,239906.901102458,5.44444444444445,6.11111111111111,3.55555555555556,5.88888888888889,6.88888888888889,5.22222222222222,4.44444444444444,0,1.69572222222222,138.2728,62.3439649781113,40.1507004142921,52.0560745875535,-0.798088450803105
MK12,276848.121495327,481303.531861775,240624.649791152,5.28571428571429,6.14285714285714,3.35714285714286,5.14285714285714,6.92857142857143,4.78571428571429,5.28571428571429,0,1.69202777777778,138.1466,62.3287413901065,39.9137912093948,52.0578596500832,-0.797659106843674
MK13,266911.839285714,483539.781322614,240304.852307779,5.16666666666667,4.16666666666667,2.83333333333333,3.5,8.33333333333333,4.66666666666667,5.16666666666667,0,1.68052777777778,137.9532,62.286951813752,39.3000625886844,52.0594986176148,-0.781658362399674
MK14,401468,485356.007205852,241316.386298343,5.4,5.1,3,4.9,8.5,4.5,5.3,0,1.64141666666667,133.6616,63.3053097345133,50.442379939436,52.0604065646316,-0.751251020790809
MK15,362810,487030.838609795,240713.425918905,7,6,2,7.33333333333333,8.66666666666667,4.66666666666667,2.66666666666667,0,1.60394444444444,131.9368,64.1156773211568,53.7445124074489,52.0499387334174,-0.725719858907311
MK16,416128.658064516,487655.925505216,244174.358942233,8,7.8,3.8,7,6.73333333333333,4.6,3.86666666666667,0,1.7015,135.1029,64.0780441937001,53.5818648465879,52.0975004570227,-0.736000884109805
MK17,559187.878787879,488883.454568834,233525.748949939,8.78571428571429,8.35714285714286,4.07142857142857,7.57142857142857,5.64285714285714,5.85714285714286,3,0,1.65061111111111,130.1504,63.7620889748549,52.9987169967244,52.0113486973119,-0.736381781290704
MK18,411407.932038835,471095.568845308,231264.457414931,8.6,9.26666666666667,4.06666666666667,7.8,7.66666666666667,9.2,3.13333333333333,0,1.92477777777778,145.562,63.9479166666667,45.8323547320807,51.9786294875309,-0.98717409069706
MK19,403236.208791209,478447.941182442,242323.323229911,8.16666666666667,8.83333333333333,6.83333333333333,7,8.33333333333333,9,4.33333333333333,0,1.74822222222222,144.6438,64.8503688092729,42.1569117836675,52.0729808166939,-0.879018480007305
MK2 ,274713.125,487696.059607138,233153.537793748,5.25,4.25,2.75,3.25,8,5,3.5,0,1.66852777777778,128.808,64.7084156459897,59.0351030619527,51.9860667614258,-0.731405171030232
MK3 ,284901.4,485774.77172395,233482.747866106,7,5.6,2.7,3.8,8.2,5.6,4,0,1.69652777777778,133.4814,64.1010516689529,57.6947244195615,51.9956409784929,-0.759657773327398
MK4 ,345399.609589041,483519.724118559,234698.476850058,7.15384615384615,7,2.92307692307692,7.84615384615385,9.53846153846154,6.15384615384615,3.15384615384615,0,1.69641666666667,134.5839,64.1956856702619,54.1307521889158,52.0038792669379,-0.782005508811189
MK40,466351.263829787,504433.370400064,249953.135783041,4.27586206896552,5.06896551724138,4.58620689655172,5.58620689655172,4.44827586206897,3.93103448275862,6.31034482758621,0,1.75094444444444,139.4565,63.3667425968109,36.7814399132178,52.1370302601518,-0.46865459588311
MK41,448017.975945017,506184.711927309,251598.485446197,6.96153846153846,6.23076923076923,5.19230769230769,6.23076923076923,7.46153846153846,5.34615384615385,4.5,0,1.82933333333333,144.3549,63.0816510997288,35.1467367546635,52.1742218565896,-0.472544211901926
MK42,283373.9669967,504692.79129528,247722.216764475,4.65384615384615,4.88461538461539,4.11538461538462,3.53846153846154,5.26923076923077,3.73076923076923,5.03846153846154,0,1.69377777777778,137.7933,63.58589708685,38.3134938641337,52.1084495204691,-0.457349805642285
MK43,390176.010380623,498810.71043107,246854.224142655,8.52380952380952,8,5,7.33333333333333,6.14285714285714,5.90476190476191,3.61904761904762,0,1.77436111111111,140.9785,64.2422680412371,51.5483896747383,52.121802757548,-0.57709273572758
MK44,504423.1,507962.579004517,256486.63495901,7.61538461538462,8.30769230769231,3.23076923076923,8.07692307692308,3.61538461538462,5,2.46153846153846,0,1.95638888888889,152.805,62.0419338924519,23.5545091900995,52.215599853951,-0.454512441969288
MK45,425584.928176796,505169.332754918,236807.251061369,8,8.88,5.72,7.28,6.68,5.6,3.68,0,1.58222222222222,122.697,68.04,52.612315270936,52.0211298718331,-0.429294346041581
MK46,1780337.4047619,489008.128232409,251752.035649878,9.33333333333333,9.33333333333333,5,9,7.66666666666667,6.66666666666667,4.33333333333333,0,1.95816666666667,144.5911,66.8483365949119,57.3472009522148,52.1617658770006,-0.725066723341142
MK5 ,479161.280487805,483386.816709091,236474.183555245,8.42857142857143,7.42857142857143,3.28571428571429,8.71428571428571,9.28571428571429,5.42857142857143,3.42857142857143,0,1.67769444444444,137.3041,63.2061521856449,47.2350161258551,52.0272578266289,-0.787567988563227
MK6 ,262850.505882353,486493.555754882,237381.27855612,2.77777777777778,2.77777777777778,1.44444444444444,2.44444444444444,7.55555555555556,4.33333333333333,5.88888888888889,0,1.66352777777778,132.3651,63.5882838283828,52.965376500506,52.0273455034041,-0.739278788859475
MK7 ,695609.638554217,489871.012333149,236552.95123373,8.14285714285714,6.85714285714286,2.57142857142857,7.57142857142857,8.71428571428571,4.85714285714286,3.28571428571429,0,1.60725,129.329,65.1292517006803,57.9514112235152,52.020605399677,-0.690949058432942
MK8 ,368160.397727273,482121.452882897,237823.666097561,9.5,5.5,5.5,7,8.5,4,8.5,0,1.6785,137.7737,62.5382700684505,41.6621397202928,52.0358145623723,-0.799131102255111
N1 0,1123441.17647059,530941.775980785,183740.604390179,3,4.15384615384615,3.46153846153846,6.23076923076923,2.46153846153846,1,9.38461538461539,0,0.619111111111111,21.7593,63.2803383949491,30.7274544088279,51.5379284635822,-0.115513246639836
N1 1,879889.019607843,531211.356989685,184228.483713355,4.16666666666667,4.83333333333333,3.66666666666667,5.83333333333333,2.83333333333333,1,9.66666666666667,0,0.639611111111111,22.043,63.2380271353569,30.4921000143935,51.5440010484233,-0.108280935907066
N1 2,1147362.5,532064.466985646,184430.10164806,2.44444444444444,4.44444444444444,3.88888888888889,6.33333333333333,2.55555555555556,1,9.11111111111111,1,0.614166666666667,21.8807,63.2388456426808,30.4612831421724,51.5449301694151,-0.0946669222651914
N1 3,740728.125,532677.821694215,184274.908735843,2.57142857142857,4.42857142857143,3.28571428571429,7,1.85714285714286,1,9.85714285714286,1,0.594722222222222,20.7651,63.2405213717131,30.5414164825474,51.5398878376917,-0.0882298359284712
N1 4,794783.048780488,533110.470812479,184808.159386356,2.33333333333333,4,3.33333333333333,6.66666666666667,2.66666666666667,1,9.66666666666667,1,0.574527777777778,21.3726,63.2280512659716,30.500894965761,51.5506141505115,-0.0855420364568867
N1 5,646250,533126.764997662,183733.14301387,2.5,3,1,3.5,3,1,10,0,0.593138888888889,20.699,63.2482762529044,30.5021895346849,51.5359764648441,-0.0842704357606862
N1 6,653318.181818182,533022.035358972,182897.982306077,3.75,5,1,6.5,1.75,1,9.75,0,0.546777777777778,19.6149,63.237715332013,30.5250751635956,51.5319240405542,-0.0871425949522468
N1 7,855098.152173913,532410.921537224,183240.254294143,3.25,3.25,3.75,5.75,2,1,8.75,0,0.616361111111111,21.7321,63.2861359029976,30.7771522584613,51.5356699450206,-0.114471913611139
N1 8,1091536.07692308,531947.906794658,183528.04427379,3,8,5,10,1,1,10,0,0.578888888888889,20.5703,63.236937374039,30.5388360266824,51.5352446312882,-0.101214495636826
N1 9,1025764.70588235,530798.132136015,183197.940373563,3.5,3.5,2.5,8,2,1,10,0,0.618138888888889,21.7303,63.3014494795611,30.8526963032835,51.5317760349104,-0.117066276461028
N10 ,798832.165217391,528584.402157431,190074.35255471,4.19047619047619,8.04761904761905,3.42857142857143,8.85714285714286,2.95238095238095,1.38095238095238,7.76190476190476,0,0.802277777777778,29.0021,63.0400908691948,29.5214978025646,51.5943234449185,-0.148915542591666
N11 ,540986.95,528947.967931282,192199.687776764,4,8.13636363636364,2.18181818181818,7.63636363636364,4,1.86363636363636,7.36363636363636,2,0.760305555555556,36.0085,62.754000069718,28.3811259322318,51.6155563337503,-0.133241421422168
N12 ,645435.135714286,526300.525175881,192205.083176994,6.23809523809524,9.09523809523809,3.14285714285714,9.19047619047619,4.76190476190476,2.33333333333333,6.47619047619048,1,0.87025,40.1204,62.9511801095394,29.3773548804366,51.6136884356364,-0.186568070130679
N13 ,540246.062893082,531292.075216363,192676.304412727,4.92,7.96,1.72,7.04,3.52,1.76,6.8,2,0.739444444444445,34.3265,62.6877222262535,28.4274600051291,51.6194530761052,-0.101270899168679
N14 ,671491.32231405,529490.465795783,194484.159524483,6.92307692307692,8.92307692307692,2.38461538461538,8.15384615384615,5.15384615384615,2.84615384615385,5.84615384615385,2,0.782944444444444,36.3111,62.6592073335131,28.7749709440239,51.6337907448564,-0.127154579423186
N15 ,677926.730337079,533096.847522712,188912.173107915,2.1,5.35,1.575,4.525,2.6,1,9.025,1,0.657194444444444,24.529,63.0681555976404,29.5384127481342,51.5764614474649,-0.0980380127473437
N16 ,753496.415492958,533443.358822156,186570.032232574,3.86206896551724,4.20689655172414,1.37931034482759,7.17241379310345,2.72413793103448,1,9.68965517241379,1,0.572222222222222,21.929,63.1765930428628,30.2679024318718,51.5621942344594,-0.0807652305770784
N17 ,455198.195767196,533679.765476247,190514.537725614,1.78787878787879,4.63636363636364,1.21212121212121,3.06060606060606,2.57575757575758,1,8.6969696969697,1,0.646388888888889,25.2235,62.8954803849834,29.2110380252112,51.5982578545336,-0.0714596369856032
N18 ,355174.356435644,533900.622988209,192335.657810708,2.94736842105263,6.36842105263158,1,2.73684210526316,2.94736842105263,1.26315789473684,7.63157894736842,3,0.666333333333333,31.2946,62.7816497891816,29.4290044714088,51.6171225649121,-0.064045916992493
N19 ,724176.983193277,529687.439435353,186802.229657436,2.51724137931035,4.62068965517241,3.62068965517241,7.27586206896552,3.27586206896552,1.06896551724138,9.20689655172414,0,0.738583333333333,27.6881,63.1537492245658,29.8026406936388,51.562636157848,-0.136581014527329
N2 0,1176122.08888889,526639.286802083,189159.697889583,6.16666666666667,9.25,3.33333333333333,9.41666666666667,4.16666666666667,1.66666666666667,5.91666666666667,1,0.8285,31.5153,63.1483802744249,29.6998624817837,51.5856473166558,-0.171534110265667
